Cod_Centro,Cod_Titulacion,Titulacion,Año,Tasa_Rendimiento,Todo_aprobado_Rendimiento,Matriculados_Rendimiento,Tasa_Abandono,Alumnos_Abandonan,Matriculados_Abandono
4,M158,M.U. en Gestión del Territorio. Instrumentos y Técnicas de Intervenc,2020_2021,0.7569258266309205,847,1119,0.05,1,20
4,M158,M.U. en Gestión del Territorio. Instrumentos y Técnicas de Intervenc,2021_2022,0.7544283413848631,937,1242,0.17647058823529413,3,17
4,M158,Máster Unv. en Gestión del Territorio. Instrumentos y Técnicas de Intervenc,2022_2023,0.6888235294117647,1171,1700,0.16666666666666666,3,18
4,M158,Máster Unv. en Gestión del Territorio. Instrumentos y Técnicas de Intervenc,2023_2024,0.6926100628930818,881,1272,0.2,5,25
17,M162,Máster Universitario en Matemáticas,2017_2018,0.6178010471204188,354,573,0,0,17
17,M162,M.U. en Matemáticas,2018_2019,0.6363636363636364,819,1287,0.2222222222222222,2,9
17,M162,M.U. en Matemáticas,2019_2020,0.73502722323049,1215,1653,0.08333333333333333,2,24
17,M162,M.U. en Matemáticas,2020_2021,0.8214971209213052,1284,1563,0.07142857142857142,2,28
17,M162,M.U. en Matemáticas,2021_2022,0.70018281535649,1149,1641,0.1,3,30
17,M162,Máster Universitario en Matemáticas,2022_2023,0.8490945674044266,1266,1491,0.19230769230769232,5,26
17,M162,Máster Universitario en Matemáticas,2023_2024,0.6591375770020534,963,1461,0.125,3,24
45,M163,M.U. en Organización Industrial y Gestión de Empresas,2017_2018,0.6931656383483626,1460,2107,0.10714285714285714,3,28
45,M163,M.U. en Organización Industrial y Gestión de Empresas,2018_2019,0.5952186905732137,1095,1840,0.13333333333333333,4,30
45,M163,M.U. en Organización Industrial y Gestión de Empresas,2019_2020,0.6702830188679245,1421,2120,0.15384615384615385,4,26
45,M163,M.U. en Organización Industrial y Gestión de Empresas,2020_2021,0.6212278876170656,1492,2402,0.16,4,25
45,M163,M.U. en Organización Industrial y Gestión de Empresas,2021_2022,0.6558922558922559,1461,2227,0.08823529411764706,3,34
45,M163,Máster Universitario en Organización Industrial y Gestión de Empresas,2022_2023,0.5905756834852189,1328,2249,0.1,3,30
45,M163,Máster Universitario en Organización Industrial y Gestión de Empresas,2023_2024,0.5370728562217923,833,1551,0.10714285714285714,3,28
45,M164,M.U. en Sistemas de Energía Eléctrica,2017_2018,0.5676375404530745,877,1545,0.047619047619047616,1,21
45,M164,M.U. en Sistemas de Energía Eléctrica,2018_2019,0.5226209048361935,670,1282,0.2608695652173913,6,23
45,M164,M.U. en Sistemas de Energía Eléctrica,2019_2020,0.5627753303964758,1022,1816,0.25,5,20
45,M164,M.U. en Sistemas de Energía Eléctrica,2020_2021,0.529874213836478,1011,1908,0.2857142857142857,8,28
45,M164,M.U. en Sistemas de Energía Eléctrica,2021_2022,0.5172413793103449,825,1595,0.24,6,25
45,M164,Máster Universitario en Sistemas de Energía Eléctrica,2022_2023,0.5013958682300391,898,1791,0.2222222222222222,4,18
45,M164,Máster Universitario en Sistemas de Energía Eléctrica,2023_2024,0.553763440860215,927,1674,0.07407407407407407,2,27
45,M165,M.U. en Sistemas de Energía Térmica,2017_2018,0.6440329218106996,313,486,0,0,12
45,M165,M.U. en Sistemas de Energía Térmica,2018_2019,0.7578378378378379,701,925,0.16666666666666666,1,6
45,M165,M.U. en Sistemas de Energía Térmica,2019_2020,0.6614645858343338,551,833,0,0,14
45,M165,M.U. en Sistemas de Energía Térmica,2020_2021,0.6252446183953033,639,1022,0.07692307692307693,1,13
45,M165,M.U. en Sistemas de Energía Térmica,2021_2022,0.5906593406593407,430,728,0.2857142857142857,4,14
45,M165,Máster Universitario en Sistemas de Energía Térmica,2022_2023,0.5552147239263804,362,652,0.3333333333333333,3,9
45,M165,Máster Universitario en Sistemas de Energía Térmica,2023_2024,0.5793528505392912,376,649,0.3,3,10
15,M166,M.U. en Ciudad y Arquitectura Sostenibles,2017_2018,0.8181818181818182,972,1188,0.10526315789473684,2,19
15,M166,M.U. en Ciudad y Arquitectura Sostenibles,2018_2019,0.8532289628180039,1308,1533,0.05555555555555555,1,18
15,M166,M.U. en Ciudad y Arquitectura Sostenibles,2019_2020,0.77088948787062,1144,1484,0.08695652173913043,2,23
15,M166,M.U. en Ciudad y Arquitectura Sostenibles,2020_2021,0.7682403433476395,1074,1398,0.09090909090909091,2,22
15,M166,M.U. en Ciudad y Arquitectura Sostenibles,2021_2022,0.8412322274881516,1065,1266,0.1,2,20
15,M166,Máster Universitario en Ciudad y Arquitectura Sostenibles,2022_2023,0.7811104020421187,1224,1567,0.05263157894736842,1,19
15,M166,Máster Universitario en Ciudad y Arquitectura Sostenibles,2023_2024,0.7453531598513011,1203,1614,0.08333333333333333,2,24
